system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Continent,Country,Depth_avg,Dis_avg,Elevation,Grand_id,Hylak_id,Lake_area,Lake_name,Lake_type,Poly_src,Pour_lat,Pour_long,QA_PIXEL,QA_RADSAT,Res_time,SAA,SZA,Shore_dev,Shore_len,Slope_100,VAA,VZA,Vol_res,Vol_src,Vol_total,Wshd_area,.geo
000000000000000003a1_0,0.22620557,314.38733,312.82626,0.23015152,0.24930221,0.27722406,0.32107982,0.3314808,0.2853304,0.2570011,0.002080199,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9788,2172,2.44,10.11,0.37,9961,584,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3791521870173,28.287326824016876]}"
000000000000000003a1_1,0.22989418,314.54205,312.91196,0.23315386,0.25254047,0.28112713,0.32502577,0.3367778,0.28934067,0.26071113,0.0021659806,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9788,2172,2.44,10.11,0.37,9961,584,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3791512276328,28.28705602239793]}"
000000000000000003a1_2,0.20797703,311.1537,310.03528,0.20782691,0.21505399,0.23167413,0.29946288,0.2950666,0.2413031,0.22436127,0.0019300816,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9786,2173,2.44,10.11,0.37,10483,604,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.35773546269127,28.28684298738257]}"
000000000000000003a1_3,0.19109952,310.20273,308.92462,0.18468738,0.19064918,0.19671822,0.21996498,0.17700994,0.13849409,0.178361,0.0018443003,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9786,2173,2.44,10.11,0.37,10483,604,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.35804138892618,28.28684218578399]}"
000000000000000003a1_4,0.23049465,314.60892,312.9422,0.23476227,0.25356984,0.28185627,0.32635537,0.33607012,0.28964093,0.26103282,0.0023589886,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9788,2172,2.44,10.11,0.37,9961,584,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3791502682616,28.28678522076822]}"
000000000000000003a1_5,0.20995,310.78876,309.64453,0.2080628,0.2186997,0.23422614,0.27289212,0.2857593,0.2403595,0.2076339,0.0019300816,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9786,2173,2.44,10.11,0.37,10483,604,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.35773455751598,28.28657218509086]}"
000000000000000003a1_6,0.18099877,309.7788,308.54395,0.17488684,0.18425846,0.1831862,0.19408043,0.12734249,0.09682576,0.17773908,0.0019729724,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9786,2173,2.44,10.11,0.37,10483,604,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.35804048297686,28.286571383501318]}"
000000000000000003a1_7,0.23032308,314.63397,312.93716,0.23399024,0.25307658,0.28110567,0.32470408,0.3366277,0.28931925,0.2611615,0.0021016444,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9788,2172,2.44,10.11,0.37,9961,584,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.37914930890368,28.28651441912773]}"
000000000000000003a1_8,0.23154546,314.5692,312.8792,0.23555574,0.25352696,0.28170615,0.32554045,0.336499,0.28940502,0.26047525,0.0019729724,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9788,2172,2.44,10.11,0.37,9961,583,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3794552334608,28.286513569576098]}"
000000000000000003a1_9,0.19386598,310.37106,309.2192,0.18927668,0.19701844,0.20503901,0.22989418,0.2090064,0.17068356,0.18041974,0.0017799642,Asia,Pakistan,0.9,0.013,70,0,176655,1.37,,1,SWBD,28.281021,69.378313,21824,0,1056.1,9786,2173,2.44,10.11,0.37,10483,604,0.0,3,1.19,17.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.35773365235323,28.286301382788388]}"
